bcr_sample_barcode	shipment_portion_bcr_aliquot_barcode	bcr_shipment_portion_uuid	center_id	is_ffpe	plate_id	portion_number	shipment_portion_day_of_shipment	shipment_portion_month_of_shipment	shipment_portion_year_of_shipment
CDE_ID:2673864				CDE_ID:4170557					
TCGA-33-4532-01A	TCGA-33-4532-01A-21-2193-20	145f9405-fb5b-432d-8928-063e0d3a7b43	20	NO	2193	21	5	3	2012
TCGA-33-4547-01A	TCGA-33-4547-01A-21-2193-20	843b8ba9-57ff-4db6-98fb-1c2a508f98b7	20	NO	2193	21	5	3	2012
TCGA-60-2725-01A	TCGA-60-2725-01A-21-2193-20	dc18de9c-9edf-48c8-9a00-3598aad84aa5	20	NO	2193	21	5	3	2012
TCGA-66-2773-01A	TCGA-66-2773-01A-21-2193-20	1d33bdef-845d-4bf8-bc13-72113614a4c8	20	NO	2193	21	5	3	2012
TCGA-66-2777-01A	TCGA-66-2777-01A-21-2193-20	129560c0-36c3-4f01-98ed-606e583390d4	20	NO	2193	21	5	3	2012
TCGA-66-2783-01A	TCGA-66-2783-01A-21-2193-20	74291822-bcab-4871-ad7c-cf2023ec7c2f	20	NO	2193	21	5	3	2012
TCGA-66-2794-01A	TCGA-66-2794-01A-21-2193-20	ab258a4f-7597-4592-81c1-9f8aa1b7bf0c	20	NO	2193	21	5	3	2012
TCGA-66-2800-01A	TCGA-66-2800-01A-21-2193-20	46d73760-a073-4776-a709-4c8a47d0d076	20	NO	2193	21	5	3	2012
TCGA-18-4721-01A	TCGA-18-4721-01A-21-2193-20	980eebae-fe8b-4121-8744-92b2448cb72b	20	NO	2193	21	5	3	2012
TCGA-33-4566-01A	TCGA-33-4566-01A-21-2193-20	585632a4-48ad-4dda-89f6-c6ad289305f0	20	NO	2193	21	5	3	2012
TCGA-33-4582-01A	TCGA-33-4582-01A-21-2193-20	f6afdaa8-47c3-4483-9a13-62fdc67f4c16	20	NO	2193	21	5	3	2012
TCGA-33-4586-01A	TCGA-33-4586-01A-21-2193-20	c153a3c3-eaff-4a5b-b4fd-dc4d467669e7	20	NO	2193	21	5	3	2012
TCGA-33-4589-01A	TCGA-33-4589-01A-21-2193-20	78114d62-a9cb-4bfa-8c47-a84e9c53802f	20	NO	2193	21	5	3	2012
TCGA-34-5241-01A	TCGA-34-5241-01A-21-2194-20	0140324e-7bca-4fbb-b771-73ccd1a4c15a	20	NO	2194	21	5	3	2012
TCGA-39-5011-01A	TCGA-39-5011-01A-21-2194-20	543782e2-71d3-4cc2-80e4-11b9a0eb15ce	20	NO	2194	21	5	3	2012
TCGA-39-5016-01A	TCGA-39-5016-01A-21-2194-20	9d441074-5562-43c7-8158-903e11fb1eaa	20	NO	2194	21	5	3	2012
TCGA-39-5021-01A	TCGA-39-5021-01A-21-2194-20	34e208a6-3752-47a1-87f3-ae1c02612d17	20	NO	2194	21	5	3	2012
TCGA-39-5028-01A	TCGA-39-5028-01A-21-2194-20	424c5902-5b4c-4576-a19b-f3e7aab0ff1d	20	NO	2194	21	5	3	2012
TCGA-39-5029-01A	TCGA-39-5029-01A-21-2194-20	bcb62b1f-2852-4823-8028-9845e480e34f	20	NO	2194	21	5	3	2012
TCGA-39-5030-01A	TCGA-39-5030-01A-21-2194-20	6bf62267-1f99-4080-ad9d-caf0f7b60b68	20	NO	2194	21	5	3	2012
TCGA-39-5031-01A	TCGA-39-5031-01A-21-2194-20	02171381-ad60-4e7b-a56d-c0a3f129dcaa	20	NO	2194	21	5	3	2012
TCGA-39-5034-01A	TCGA-39-5034-01A-21-2194-20	9088cd2b-f01a-4e61-949b-026e4be3479a	20	NO	2194	21	5	3	2012
TCGA-39-5035-01A	TCGA-39-5035-01A-21-2194-20	3c25960c-f4f3-493f-8cff-b039e73b921e	20	NO	2194	21	5	3	2012
TCGA-39-5037-01A	TCGA-39-5037-01A-21-2194-20	9864ab85-daea-4018-b513-0f577c9391f4	20	NO	2194	21	5	3	2012
TCGA-63-5128-01A	TCGA-63-5128-01A-21-2194-20	c514a02d-1b88-48ad-8d47-e225eda23780	20	NO	2194	21	5	3	2012
TCGA-63-5131-01A	TCGA-63-5131-01A-21-2194-20	494e308b-4cd4-44ac-b556-9ea1a95be212	20	NO	2194	21	5	3	2012
